2023-11-24 10:30:08.250 | INFO     | utils.processor:update_metric:229 - train_loss: 5.85
2023-11-24 10:30:21.606 | INFO     | utils.processor:update_metric:229 - train_loss: 5.24
2023-11-24 10:30:34.950 | INFO     | utils.processor:update_metric:229 - train_loss: 4.27
2023-11-24 10:30:48.312 | INFO     | utils.processor:update_metric:229 - train_loss: 3.34
2023-11-24 10:31:01.681 | INFO     | utils.processor:update_metric:229 - train_loss: 2.64
2023-11-24 10:31:15.033 | INFO     | utils.processor:update_metric:229 - train_loss: 2.17
2023-11-24 10:31:28.414 | INFO     | utils.processor:update_metric:229 - train_loss: 1.86
2023-11-24 10:31:41.772 | INFO     | utils.processor:update_metric:229 - train_loss: 1.61
2023-11-24 10:31:55.141 | INFO     | utils.processor:update_metric:229 - train_loss: 1.43
2023-11-24 10:32:08.495 | INFO     | utils.processor:update_metric:229 - train_loss: 1.29
2023-11-24 10:32:21.846 | INFO     | utils.processor:update_metric:229 - train_loss: 1.18
2023-11-24 10:32:35.233 | INFO     | utils.processor:update_metric:229 - train_loss: 1.1
2023-11-24 10:32:48.582 | INFO     | utils.processor:update_metric:229 - train_loss: 1.02
2023-11-24 10:33:01.945 | INFO     | utils.processor:update_metric:229 - train_loss: 0.94
2023-11-24 10:33:15.301 | INFO     | utils.processor:update_metric:229 - train_loss: 0.88
2023-11-24 10:33:28.662 | INFO     | utils.processor:update_metric:229 - train_loss: 0.83
2023-11-24 10:33:42.024 | INFO     | utils.processor:update_metric:229 - train_loss: 0.78
2023-11-24 10:33:55.393 | INFO     | utils.processor:update_metric:229 - train_loss: 0.74
2023-11-24 10:34:08.757 | INFO     | utils.processor:update_metric:229 - train_loss: 0.7
2023-11-24 10:34:22.157 | INFO     | utils.processor:update_metric:229 - train_loss: 0.66
2023-11-24 10:34:35.536 | INFO     | utils.processor:update_metric:229 - train_loss: 0.63
2023-11-24 10:34:48.901 | INFO     | utils.processor:update_metric:229 - train_loss: 0.6
2023-11-24 10:35:02.272 | INFO     | utils.processor:update_metric:229 - train_loss: 0.57
2023-11-24 10:35:15.636 | INFO     | utils.processor:update_metric:229 - train_loss: 0.54
2023-11-24 10:35:29.000 | INFO     | utils.processor:update_metric:229 - train_loss: 0.51
2023-11-24 10:35:42.352 | INFO     | utils.processor:update_metric:229 - train_loss: 0.48
2023-11-24 10:35:55.707 | INFO     | utils.processor:update_metric:229 - train_loss: 0.46
2023-11-24 10:36:09.072 | INFO     | utils.processor:update_metric:229 - train_loss: 0.43
2023-11-24 10:36:22.423 | INFO     | utils.processor:update_metric:229 - train_loss: 0.4
