2023-11-07 09:26:17.749 | INFO     | utils.processor:update_metric:227 - train_loss: 0.84
2023-11-07 09:26:21.276 | INFO     | utils.processor:update_metric:227 - train_loss: 0.23
2023-11-07 09:26:38.108 | INFO     | utils.processor:update_metric:227 - train_loss: 0.15
2023-11-07 09:26:54.627 | INFO     | utils.processor:update_metric:227 - train_loss: 0.1
2023-11-07 09:26:58.471 | INFO     | utils.processor:update_metric:227 - train_loss: 0.1
2023-11-07 09:27:08.258 | INFO     | utils.processor:update_metric:227 - train_loss: 0.08
2023-11-07 09:27:17.928 | INFO     | utils.processor:update_metric:227 - train_loss: 0.08
2023-11-07 09:27:21.802 | INFO     | utils.processor:update_metric:227 - train_loss: 0.07
2023-11-07 09:27:38.961 | INFO     | utils.processor:update_metric:227 - train_loss: 0.06
2023-11-07 09:27:55.450 | INFO     | utils.processor:update_metric:227 - train_loss: 0.05
2023-11-07 09:27:59.303 | INFO     | utils.processor:update_metric:227 - train_loss: 0.04
2023-11-07 09:28:16.244 | INFO     | utils.processor:update_metric:227 - train_loss: 0.04
2023-11-07 09:28:25.835 | INFO     | utils.processor:update_metric:227 - train_loss: 0.03
2023-11-07 09:28:29.707 | INFO     | utils.processor:update_metric:227 - train_loss: 0.03
2023-11-07 09:28:46.968 | INFO     | utils.processor:update_metric:227 - train_loss: 0.03
2023-11-07 09:29:03.817 | INFO     | utils.processor:update_metric:227 - train_loss: 0.03
2023-11-07 09:29:07.722 | INFO     | utils.processor:update_metric:227 - train_loss: 0.03
2023-11-07 09:29:17.579 | INFO     | utils.processor:update_metric:227 - train_loss: 0.02
2023-11-07 09:29:27.083 | INFO     | utils.processor:update_metric:227 - train_loss: 0.02
2023-11-07 09:29:30.927 | INFO     | utils.processor:update_metric:227 - train_loss: 0.02
2023-11-07 09:29:40.679 | INFO     | utils.processor:update_metric:227 - train_loss: 0.02
2023-11-07 09:29:50.285 | INFO     | utils.processor:update_metric:227 - train_loss: 0.02
2023-11-07 09:29:54.179 | INFO     | utils.processor:update_metric:227 - train_loss: 0.02
2023-11-07 09:30:04.017 | INFO     | utils.processor:update_metric:227 - train_loss: 0.02
2023-11-07 09:30:13.448 | INFO     | utils.processor:update_metric:227 - train_loss: 0.02
2023-11-07 09:30:16.963 | INFO     | utils.processor:update_metric:227 - train_loss: 0.02
2023-11-07 09:30:34.101 | INFO     | utils.processor:update_metric:227 - train_loss: 1.28
2023-11-07 09:30:37.985 | INFO     | utils.processor:update_metric:227 - train_loss: 0.86
2023-11-07 09:30:54.992 | INFO     | utils.processor:update_metric:227 - train_loss: 0.45
2023-11-07 09:31:11.759 | INFO     | utils.processor:update_metric:227 - train_loss: 0.19
2023-11-07 09:31:15.700 | INFO     | utils.processor:update_metric:227 - train_loss: 0.14
